SentenceId	View	Opinion
013122	帕萨特	neu
013122	迈腾	neu
019307	君越	neu
008750	别克	pos
024341	高尔夫	pos
005428	大众高尔夫	neu
027691	高尔夫	pos
007931	速腾	neu
007931	6代高尔夫	neu
000830	昕动	neu
005696	DSG	pos
026597	第7代高尔夫	pos
004591	高尔夫	neu
012388	荣威RX5	neu
010922	荣威RX5	pos
010922	朗逸	pos
025639	大众	neu
017236	桑塔纳	neu
017236	宾利	neu
005388	长城	neu
005388	帕萨特	neu
005388	帕杰罗	neg
005388	猎豹的2030A	neu
005388	哈弗H3	neu
012235	大众	pos
026988	日产	neg
020143	日产	neu
020143	丰田	neu
020143	本田	neu
016124	思域	neu
016124	凌派	neu
016124	雷凌	neu
016124	卡罗拉	neu
016124	花冠	neu
016124	锋范	neu
000700	日产	neu
001664	日产	neg
001664	马自达	pos
001664	丰田	pos
018608	轩逸	neu
018608	朗逸	neu
000468	雪铁龙c4世嘉	neu
000468	世嘉	neu
000468	别克英朗	neu
021805	朗逸	pos
021805	c4世嘉	neu
008017	地球梦	pos
008017	创驰蓝天	pos
016667	昂克赛拉	pos
016667	阿特兹	neg
025946	昂克赛拉	neu
025946	CX-4	neu
014302	卡宴	pos
021476	帕萨特	pos
019315	英朗	neu
019315	朗逸	neu
019315	朗动	neu
003386	朗动	neu
016368	昕动	neu
011221	马自达	neu
006646	马自达	neu
011809	创驰蓝天	neu
025354	速派	pos
002762	朗逸	neu
002762	卡罗拉	neu
004681	马自达	neu
022297	CX-4	neu
019354	阿特兹	neu
014004	长安CS75	neu
014004	英朗	neu
014004	名图	neu
014004	领动	neu
014004	朗逸	neu
014004	朗动	neu
002181	塞拉图	neu
002181	朗逸	neu
002181	卡迪拉克	neu
002181	君威	neu
025443	奔驰	neu
025443	宝马	neu
025443	奥迪	neu
012251	雅阁	neu
012251	天籁	neu
012251	迈腾	neu
006587	速派	neu
009639	帕萨特	neu
009639	大众迈腾	neu
027059	东风标致308	neu
002094	东风标致308	neu
012488	标致	pos
006390	速派	pos
023238	朗逸	pos
023238	福克斯	neu
015604	现代	neu
015604	起亚	neu
015604	大众	neu
015604	传祺轿车GA6	pos
009764	昕动	neu
004375	昕动	pos
016971	讴歌	neu
024058	帕萨特	neu
024058	大众辉腾	neu
023406	速派	pos
004347	桑塔纳	neu
004347	普桑	neu
015596	桑塔纳2000	neu
015596	大众高尔夫	neu
021154	奇瑞	neu
021154	力帆	neu
021154	江淮	neu
021154	吉利	neu
007515	雷凌	pos
007515	卡罗拉	pos
016201	辉腾	neu
016201	辉昂	neu
004501	速派	pos
004819	辉昂	pos
003218	朗逸	neu
003218	朗动	neg
024399	英朗	pos
024399	福克斯	neg
006325	帕萨特	neu
024109	朗逸	pos
027812	卡罗拉	pos
003287	朗动	pos
027515	英朗	neu
019303	朗逸	neg
021179	迈腾	pos
016416	途安L	pos
004971	速腾	pos
004971	雷凌	pos
004971	朗逸	pos
004971	宝来	pos
007071	朗逸	pos
014865	雅阁	neu
014865	帕萨特	pos
014865	君越	neu
014865	奔驰C级	neu
014865	宝马3系	neu
018584	桑塔纳	neg
018584	凯美瑞	neu
018377	凌度	pos
007229	英朗	pos
016071	凯越	neg
000859	途观	pos
000526	帕萨特	neg
000526	宝马520	pos
011087	途观	pos
020546	大众凌渡	pos
019991	帕萨特	pos
015632	众泰Z700	pos
015632	保时捷	pos
014480	翼虎	pos
014480	途观	neg
014480	CX-5	pos
022908	途观	pos
001929	途观	pos
001929	马自达CX-5	neg
010509	途观	pos
010509	马自达CX-5	neg
019950	翼虎	pos
019950	途观	pos
019950	马自达CX-6	neg
015736	翼虎	pos
015736	途观	pos
015736	马自达CX-5	pos
024696	翼虎	pos
024696	途观	neg
024696	马自达CX-5	pos
004418	翼虎	pos
004418	途观	neg
004418	马自达CX-5	pos
005247	马自达CX-5	pos
001139	翼虎	neu
001139	马自达CX-5	neu
001139	福特翼虎	pos
011076	翼虎	pos
011076	途观	neu
011076	马自达CX-5	neg
022874	翼虎	pos
022874	途观	pos
022874	马自达CX-5	pos
010254	途观	pos
010254	昂科威	pos
020568	自由光	pos
020568	昂科威	pos
018015	途观	neg
018015	昂科威	neg
007118	途观	neg
007118	昂科威	pos
011973	途观	neg
011973	别克昂科威	pos
000191	昂科威	pos
005545	凯越	neg
013204	日产轩逸	neu
013204	丰田卡罗拉	neu
013204	大众朗逸	neu
013204	别克英朗	neu
017344	别克·凯越	neg
002415	上汽大众斯柯达	neu
013894	朗逸	pos
017954	途观	pos
016236	途观	pos
013850	卡罗拉	pos
013850	高尔夫	pos
015273	英朗	neg
015273	轩逸	neg
015273	朗逸	neg
015273	卡罗拉	pos
016806	途观	pos
024744	途观	pos
007989	昂科威	pos
009545	大众	pos
009545	别克	pos
008072	骏马 2008	neu
011311	大众途观	neg
012492	雅阁	neu
012492	雪铁龙C5	pos
012492	天籁	neu
012492	帕萨特	neu
012492	蒙迪欧	neu
012492	君威	neu
001573	帕萨特	neu
014194	轩逸	pos
014194	朗逸	neg
014194	卡罗拉	pos
001142	大众	pos
003232	沃尔沃XC60	neg
003232	奥迪Q5	pos
001561	途观	neg
001561	奥迪Q5	neg
002726	别克	pos
021697	桑塔纳	pos
022383	现代朗动	pos
022383	大众朗逸	pos
022383	别克英朗	pos
005727	辉腾	pos
019942	比亚迪F8	neg
019942	MG-TF	neg
021103	众泰大迈X5	pos
021103	众泰T600	pos
025242	途观	neu
019755	特斯拉	neg
019755	桑塔纳	neu
013305	标致	pos
013305	308	pos
022857	标致	neu
006435	308S	neu
009984	桑塔纳	neu
016347	桑塔纳	neu
011351	标志	neu
011351	3008	neu
006900	雪佛兰	neu
006900	科鲁兹	neu
016272	科鲁兹	neu
024945	广汽传祺GS4	neu
003105	奔腾	neg
003105	X80	neu
011928	长安逸动	pos
011928	吉利帝豪	pos
007240	特斯拉	neg
013753	沃尔沃	neg
013753	特斯拉	neg
025840	沃尔沃	pos
006772	马自达	neu
008693	斯柯达明锐	pos
008693	斯柯达	neg
022744	英朗	neu
022997	C级	pos
022997	ATS-L	neg
022997	3系	pos
022871	广汽传祺	neu
022871	GS4	neu
006029	上汽大众	neu
006029	凌渡GTS	neu
009289	大众	neu
024695	卡罗拉	neu
017312	广汽菲亚特	pos
017312	菲翔	pos
016822	上汽大众凌渡GTS	neu
025850	凌渡GTS	neu
025850	高尔夫GTI	neu
012355	北京奔驰	neu
012355	E级	neu
026572	朗逸	pos
022868	凌渡	neu
018085	东风标致	neu
025433	玛莎拉蒂	neu
025433	菲翔	pos
014438	福克斯	pos
013090	速腾	neg
013090	菲翔	pos
013252	速腾	neg
013252	菲翔	pos
022442	英朗	pos
003893	英朗	neg
003893	菲翔	pos
016115	福克斯	neu
004622	凌渡	neu
004622	Lamando	neu
007805	速腾	neu
021170	桑塔纳	neu
022253	桑塔纳	neu
022253	Model S	neg
016002	奥迪A8	neu
020403	上汽大众朗逸	pos
020403	朗逸	pos
008185	东风悦达起亚	neg
003969	通用	neu
003969	丰田	neu
003969	戴姆勒	neu
010398	昕动	pos
012223	昕动	pos
010210	昕动	pos
027165	昕动	pos
022573	昕动	pos
000636	昕动	pos
006728	昕动	pos
005011	昕动	pos
010708	昕动	pos
022648	桑塔纳	neu
009250	朗逸	pos
022715	桑塔纳	neu
002554	北京现代领动	neu
017568	宝马5系	neu
015371	桑塔纳	neu
005275	朗逸	neu
005275	卡宴	neu
005275	奔驰	neu
001549	夏利	neu
001549	拉达	neu
016232	夏利	neg
016232	桑塔纳	neu
016232	捷达	neu
016232	富康	neu
006298	CH125 Spacy	neu
020197	本田 CH125 Spacy	neu
017742	皇冠	neu
017742	Integra	neu
011794	GL8	neu
015290	凯越	neu
024236	凯越	neu
026147	保时捷Panamera	pos
024357	路虎揽胜	neu
024357	保时捷911	neu
024357	宝马X6	neu
019274	桑塔纳	neu
019274	宝马5系	neu
016157	途锐	neu
016157	辉腾	neu
002561	丰田	neu
019205	东风风神	neu
019205	A60	neu
024992	丰田卡罗拉	neg
027874	五菱宏光	pos
027874	日产轩逸	pos
027874	哈弗H6	pos
027874	大众朗逸	pos
027874	宝骏730	pos
012974	东风风神	pos
012974	A60	pos
017367	东风风神	pos
017367	A60	pos
015418	东风风神	pos
015418	A60	pos
002695	东风风神	pos
002695	A60	pos
023525	东风风神	pos
023525	A60	pos
026904	东风风神	pos
026904	A60	pos
017245	东风风神	neu
006043	东风风神	pos
006043	A60	pos
001184	东风风神	neu
001184	A60	neu
013319	东风风神	pos
013319	A60	pos
014873	东风风神	pos
014873	A60	pos
020767	昕动	pos
022384	东风风神	pos
022384	A60	pos
015270	劳斯莱斯	neu
010213	桑塔纳	neu
022455	法拉利	pos
016490	沃尔沃	neu
016845	XC90	neu
009291	昕动	pos
017876	奔驰	neu
017876	宝马	neu
013997	上汽大众	neu
013997	辉腾	neu
013997	奥迪A6L	neu
005513	辉昂	pos
005513	奔驰	neg
005513	宝马	neg
020931	辉昂	pos
019160	凌渡	pos
013578	桑塔纳	neu
005862	布加迪EBl6	neu
024370	沃尔沃S40	neu
015761	保时捷	neu
022113	奥迪	neu
008663	EVO	pos
006205	沃尔沃S40	neu
006613	长安沃尔沃S40	neu
007161	昕动	neu
002139	California	pos
000750	宝马Z435i	neu
006519	桑塔纳	neu
006802	桑塔纳	neu
001488	尚酷	pos
001488	大众尚酷	pos
024069	野马	neu
006074	野马	neu
009853	野马	neu
000294	大众凌渡	pos
016870	B90	neu
016870	B70	neu
016870	B50	neu
016870	B30	neu
005869	saab绅宝	pos
024873	福特	neu
022539	速派	pos
025489	一汽奥迪	neu
009948	一汽大众	neu
020976	桑塔纳	neg
023143	马自达阿特兹	neu
012484	一汽马自达阿特兹	neg
008746	斯巴鲁翼豹	neu
016295	广汽丰田致炫	neu
012722	致炫	neu
012722	本田飞度	neu
012722	GK5	neu
012328	丰田	neu
007621	致炫	pos
027047	凯越	neu
014550	速派	pos
014550	斯柯达	neu
020631	帝豪GL	neu
012662	帕萨特	neu
004995	昕动	neu
005670	昕动	pos
004098	昕动	neu
000881	昕动	neu
003599	昕动	pos
003724	速派	neu
008292	劳斯莱斯幻影	neu
008292	宾利欧陆GT	neu
008292	奔驰S600	neu
009012	雅阁	neu
009012	保时捷911	neu
006895	桑塔纳	neu
025168	桑塔纳	neu
003988	凌渡GTS	pos
014527	沃尔沃	neu
014527	戴姆勒	neu
018218	马自达	neu
006047	速派	pos
007959	大众	neg
007765	大众	neg
027810	大众	neg
017144	大众	neu
008164	速派	pos
010353	大众	neg
010376	大众	neu
000138	现代	neu
025922	现代	pos
027699	斯巴鲁	neu
003786	速派	pos
005065	斯巴鲁	pos
005065	森林人	neu
005065	傲虎	neu
022767	兰博基尼	neu
022767	Urus	neu
004505	大众	pos
026416	大众	pos
003065	大众	neg
025991	大众	neu
005884	帕萨特	neu
005884	宝马	neu
003828	大众	neu
012055	奔驰	neu
012055	宝马	neu
012055	奥迪	neu
016001	宝马	pos
019254	奥迪	pos
018354	奥迪	pos
018408	帕萨特	neu
018408	奔驰	neu
018408	宝马	neu
027063	北汽	pos
005102	北汽	pos
011646	北汽	pos
006007	桑塔纳	neu
008225	桑塔纳	neg
008225	凯美瑞	pos
014566	广汽传祺GA3S	neu
010142	吉利	pos
010142	帝豪GS	pos
010142	GX7	neu
000486	长安cs15	neu
012166	北汽幻速S3L	neu
000167	斯威X7	pos
000167	宝马	pos
003092	帕萨特	neg
003092	宝马520	pos
007265	帕萨特	neu
013835	速腾	neg
007622	大众	neu
024757	速腾GLI	neu
024773	大众	neu
019204	速腾GLI	pos
016639	途观	neu
016639	斯柯达 KODIAQ	pos
011496	速腾GLI	pos
011502	大众	neu
011502	GLI	neu
018818	哈弗H7	pos
023604	哈弗H7	neu
000715	哈弗H7	neg
003140	哈弗H7	pos
012698	哈弗H7	pos
025546	长城	neu
025546	哈弗H7	neu
027776	别克	neu
000080	别克	neu
003531	桑塔纳	neu
024398	黑桑	neu
024398	奥迪	neu
007804	雅阁	neu
016530	雅阁	neu
013947	本田	pos
024673	本田	pos
003598	荣威e950	neu
028148	北汽威旺S50	neu
011451	北汽威旺S50	neu
017713	东风标致308	neu
003491	大众	neu
015796	路虎发现神行	pos
010883	凌渡GTS	pos
015328	大众	neu
010801	奥迪	neu
028114	宝马	neu
026291	雷克萨斯	neu
001138	奥迪	neu
027126	奥迪	neu
008777	奥迪	neu
024294	奥迪	pos
010172	轩逸	pos
010172	朗逸	pos
010172	卡罗拉	pos
013994	马自达CX-4	pos
005493	凌渡	pos
010214	英朗	pos
010214	朗逸	pos
010214	卡罗拉	pos
025121	本田	pos
015511	别克威朗	pos
020026	沃尔沃360	neu
017804	现代265LC-7	neu
010903	途观	neu
007525	途锐	neu
007525	途观	neu
021473	大众汽车	neu
004178	路虎	neu
004178	保时捷	neu
021206	途观	neu
005214	大众汽车	neu
000923	丰田	neu
000923	大众	pos
026969	福特	neu
026969	丰田	neu
026969	大众	neu
008509	大众	neu
022274	福特福克斯	neu
022274	丰田卡罗拉	neu
022274	大众	neu
022274	本田思域	neu
000952	福特翼虎	neu
000952	丰田RAV4	neu
000952	大众途观	neu
000952	本田CR-V	neu
007446	福克斯	pos
001963	众泰	pos
022613	神龙富康	neu
022613	普桑	neu
022613	大众朗逸	neu
022613	C4世嘉	neu
003228	大众	neu
007613	大众	neu
013404	大众	neu
018442	大众	neu
004621	产奥迪A6L	neu
027159	桑塔纳	pos
024999	路虎	neu
024999	陆风	neu
001597	上汽大众朗逸	neu
001597	东风雪铁龙C4世嘉	neu
001595	众泰	neu
001595	途观	neu
005486	科雷嘉	neu
008239	雷诺	pos
012658	雷诺	pos
004184	东风雷诺科雷嘉	neu
026453	特斯拉	neg
020818	途安L	pos
021849	陆风 X7	neu
003631	众泰	neu
003631	大众新途观	neu
014845	众泰	neu
014845	双环 SCEO	neu
014845	力帆 320	neu
014845	宝马 X5	neu
025254	比亚迪K9	neu
013013	大众	neu
011831	大众	neu
009855	凌渡	pos
022810	现代朗动	pos
022810	大众朗逸	pos
001090	朗逸	pos
001090	朗动	pos
028127	猎豹CS10	neu
013854	猎豹CS10	pos
005508	猎豹CS10	pos
001454	猎豹CS10	pos
009689	猎豹CS10	pos
025468	猎豹CS10	pos
021746	猎豹CS10	pos
022631	猎豹CS10	neu
023750	广汽讴歌	neu
009672	SUV	neu
010950	帕萨特	neu
008310	荣威	neu
016895	昕动	neu
007355	大众途观	neu
007355	奥迪A5	neu
017974	大众	neu
004468	夏朗	neu
004468	大众	neu
027859	林肯	neu
027859	凯迪拉克	neu
009607	吉利	neu
004609	朗逸	pos
008966	天津一汽骏派A70	neu
008966	上汽荣威eRX5	neu
008966	奇瑞TIGGOTX	neu
008966	华晨X30	neu
008966	北汽M50F	neu
017767	沃尔沃S90	neu
001206	宝骏730	neu
001206	宝骏560	neu
013051	五菱宏光	neu
013051	上汽大众朗逸	neu
006431	吉利帝豪	neu
006431	哈弗	neu
006431	传祺	neu
003803	帕萨特	neu
019266	英朗	neu
019266	威朗	neu
019266	凯越	neu
023574	凯越	neg
023574	别克	pos
025412	一汽大众捷达	neg
025412	朗逸	pos
028067	英朗	neu
028067	威朗	neu
028067	凯越	neu
028067	别克	neu
020068	马自达	pos
026511	马自达	neu
005446	桑塔纳	neu
005446	320li	neu
023638	凯越	pos
023638	别克	pos
006241	奥迪	pos
021074	众泰T600	neu
021074	比亚迪S7	neu
021074	北京现代ix35	neu
014044	卡罗拉	neu
014044	爱丽舍	neu
009278	捷达	neu
009278	帝豪	neu
007979	朗逸	pos
007979	大众	pos
019335	途安L	pos
008660	朗逸	pos
016973	轩逸	neu
008688	宝马	neu
005614	卡罗拉GL-i	neg
005614	卡罗拉	neg
005614	丰田	neu
020104	朗逸	pos
021049	途安L	neu
005567	英朗GT	pos
005567	威朗	neu
005567	速腾	neg
011546	路虎	neu
011546	保时捷	neu
018635	凯越	neu
018635	别克	neu
010093	凯越	pos
013323	朗逸	neu
027321	英朗GT	pos
002124	别克英朗	pos
019918	科鲁兹	pos
003583	雪佛兰	neu
003583	迈锐宝XL	neu
003583	科鲁兹	neu
017209	途安L	neu
009665	朗逸	neu
009665	大众	neu
009761	大众朗逸	neu
009761	大众捷达	neu
009761	别克英朗	neu
018856	捷达	pos
018856	大众	pos
010281	英朗	pos
024300	劳斯莱斯	neu
024300	科尼赛格	neu
024300	法拉利	neu
024300	别克凯越	pos
017375	凯越	pos
009367	凯越	pos
004542	凯越	pos
004542	别克	pos
021383	上汽通用	neu
021383	凯越	neu
002109	迈腾	neg
023590	大众	neu
023590	宝来	neu
005039	速腾	neu
005039	朗逸	neu
005039	福特	neu
005039	福克斯	neu
005039	大众	neu
020232	朗逸	neu
020232	大众速腾	neu
020232	别克英朗	pos
004818	玛莎拉蒂	neu
004818	悍马	neu
003516	桑塔纳	neu
003516	大众	neu
022327	长城	neu
022327	长安	neu
022327	拉达	neg
022327	江淮	neu
022327	吉利	neu
010778	辉腾	neg
022490	朗逸	neu
023376	凌度	neu
023376	朗逸	neu
012713	五菱宝骏	pos
007597	凯越	neu
007597	别克	neu
004988	英朗	neu
004988	凯越	neu
005564	夏利	pos
005564	桑塔纳	pos
026380	英朗	pos
026380	凯越	neg
019697	轩逸	neg
000590	速腾	pos
000590	朗逸	neg
012225	福克斯	neu
007572	威朗	pos
003509	威朗	pos
006642	卡罗拉	neu
002321	途安	neu
002321	奥德赛	neu
008865	途安L	pos
004463	轩逸	neu
004463	朗逸	pos
001408	高尔夫	pos
012696	大众朗逸	pos
008488	轩逸	neu
008488	卡罗拉	neu
009074	大众高尔夫7	neu
027095	高尔夫7	neu
027095	法拉利	neu
027095	奔驰A180	neu
003456	别克凯越	neu
004198	凯越	neu
004198	别克	neu
017218	凯越	neu
017218	别克	neu
014650	凯越	neu
023208	英朗	neu
023208	桑塔纳	neu
023208	凯越	neu
023208	捷达	neu
023208	福睿斯	neu
022687	速腾	neu
002625	凯越	neu
002407	凯越	neg
022128	凯越	neu
019867	凯越	neu
009099	君越	neu
009099	别克	neu
009099	GL8	neu
010556	凯越	neu
010556	别克	neu
001557	凯越	neu
001557	别克	neu
015330	凯越	neu
016314	科鲁兹	neu
001504	雪佛兰	neu
001504	科迈罗	neu
001504	君越	neu
016162	卡罗拉	neu
014584	轩逸	neu
014584	天籁	neu
014584	日产	neu
016629	本田	neu
009229	朗逸	neu
009229	宝来	neu
012191	雷凌	neu
012191	卡罗拉	neu
004706	别克君越	neu
027292	雅阁	neu
027292	本田	neu
020105	上海大众	neu
020105	朗逸	pos
002141	卡罗拉	pos
002141	高尔夫	neu
022006	英朗	pos
022006	朗逸	pos
023469	英朗	pos
022114	英朗	pos
027130	逍客	neu
027130	东风雷诺科雷嘉	neu
027130	东风标致3008	neu
020420	英朗	pos
026560	英朗	neu
026560	威朗	neu
026560	凯越	neu
006127	雅阁	pos
006127	广汽本田	pos
006127	飞度	pos
006127	奥德	pos
002265	林肯	neg
005636	大众辉昂	neu
018126	北汽幻速S6	neu
025463	雷凌	neu
025463	卡罗拉	neu
016192	轩逸	neu
016192	思域	pos
016192	本田	neu
011376	轩逸	neu
011376	思域	neu
007273	凌渡GTS	pos
007273	高尔夫GTI	pos
007273	大众	neu
021510	丰田	neu
021510	爱信	neu
013999	雷克萨斯	pos
013999	ES240	pos
021841	奔驰	neu
021841	宝马	neu
021841	奥迪	neu
014243	英朗	neu
014243	君越	pos
006149	东风悦达起亚	pos
006149	东风悦达	neg
006149	北京现代	neg
017049	东风悦达	neg
017049	北京现代	neg
009224	索纳塔	neu
009224	东风悦达起亚	neu
009224	北京现代	neu
009224	K5	neu
002447	凌渡GTS	neu
016425	别克	neu
013638	卡罗拉	neu
013638	丰田	neu
021173	长安	neu
021173	欧尚	neu
021173	欧诺	neu
021173	欧力威	neu
021173	CX70	neu
019493	长安	neu
017319	轩逸	neu
017319	日产轩逸	neu
017319	丰田卡罗拉	neu
017319	丰田卡罗拉	neu
017319	大众速腾	neu
017319	别克英朗	neu
026653	东风标致308	neu
021765	科鲁兹	neu
021765	科鲁兹	neu
013239	斯巴鲁森林人	pos
013239	三菱TR4	pos
013239	瑞虎	pos
013239	丰田Hilux SW4	pos
013111	长城	pos
026569	桑塔纳	neu
026569	红旗	neu
026569	奥迪	neu
019378	别克凯越	neu
018079	凌渡	pos
012337	轩逸	pos
012337	朗逸	pos
012337	卡罗拉	pos
012337	捷达	pos
022427	江淮	neu
023063	英朗	neu
023063	轩逸	neu
023063	思域	neu
023063	朗逸	neu
023175	雷凌	neu
023175	朗动	neu
005429	轩逸	pos
005429	朗逸	pos
000587	英朗	neu
000587	卡罗拉	neu
015397	昕动	neu
012826	昕动	neu
011189	大众途锐	neu
011189	保时捷卡宴	neu
011189	保时捷PanameraSHybrid	neu
008770	标致	neu
028128	英朗	neu
028128	朗逸	neu
002538	丰田VSC	neu
002538	大众ESP	neu
002538	本田VSA	neu
010854	大众	neu
010854	宝来	neu
007363	宝来	pos
007031	日产GT-R	neu
007031	玛莎拉蒂	neu
007031	福特Powershift	neu
007031	法拉利458Italia	neu
007031	法拉利	neu
007031	大众DQ250	neu
007031	大众DQ200	neu
007031	奔驰SLSAMG	neu
007031	宝马M3	neu
007031	PDK	neu
026957	东风风神E30L	neu
026957	东风风神E30	neu
026957	东风风神A60	neu
024512	凯越	pos
001057	英朗	neu
001057	威朗	neu
001057	君威	neu
009019	东风标致308	pos
026741	朗逸308	neu
026741	标致308	neu
011599	东风雪铁龙C3-XR	neu
011599	东风标致2008	neu
021030	东风风神	pos
021030	L60	pos
002956	凌渡GTS	pos
018209	夏利	neu
018209	法拉利	neu
018209	宾利	neu
010563	大众-朗逸	pos
024664	凌渡GTS	pos
003857	英朗	neu
003857	速腾	neu
003857	福克斯	neu
003857	菲翔	neu
004407	英朗	neu
004407	君越	neu
026810	大众	neu
022108	福克斯	neg
021900	英朗	neg
021900	速腾	pos
021900	福克斯	neg
021900	菲翔	pos
021933	福克斯	pos
007283	速腾	neu
007283	菲翔	neu
000831	英朗	pos
000831	速腾	pos
000831	福克斯	pos
000831	菲翔	pos
026590	速腾	neg
026590	菲翔	pos
024988	朗逸	neg
024988	大众	neg
003886	克莱斯勒	neu
003886	菲亚特	neu
003886	Jeep	neu
006604	上海桑塔纳	neu
006604	红旗	neu
006604	宝马	neu
008541	五菱神光	neu
008541	哈佛神6	neu
008541	大众朗神	neu
009587	奔驰	neu
009587	宝马	neu
023227	雷克萨斯	pos
023227	捷豹路虎	pos
002497	长城汽车	pos
002497	长安汽车	pos
002497	哈弗SUV	pos
013442	吉利汽车	pos
013442	帝豪GS	pos
013442	帝豪	pos
013442	博越	pos
024867	众泰汽车	pos
024867	奇瑞汽车	pos
024867	江淮汽车	pos
024867	广汽乘用车	pos
024867	北京汽车	pos
014326	长城汽车	neu
014326	比亚迪	neu
017454	一汽-大众	pos
017454	上汽大众	pos
016827	长城汽车	neu
016827	吉利汽车	neu
005220	昕动	pos
005220	斯柯达	pos
011250	昕动	pos
011250	斯柯达	pos
009946	红旗CA770	pos
018305	迈腾	pos
004179	上海通用	neu
004179	别克凯越	neu
027544	别克凯越	neu
002639	桑塔纳 2000	neu
002639	丰田小面包	neu
010123	西耶那	neu
010123	日产蓝鸟 U13	neu
010123	吉利豪情	neu
010123	富康	neu
010123	别克	neu
024938	上海通用	neu
024938	赛欧	neu
024938	别克	neu
024938	GL8	neu
000919	林荫大道	neu
000919	别克荣御	neu
007792	凯越	pos
018259	西亚特	neu
018259	斯柯达	neu
018259	斯堪尼亚	neu
018259	兰博基尼	neu
018259	大众汽车	neu
018259	布加迪	neu
018259	宾利	neu
018259	保时捷	neu
018259	奥迪	neu
014704	大众	neu
009763	大众汽车	neg
007060	大众	neu
022129	大众	neg
022129	奔驰	neu
022129	宝马	neu
004982	丰田汽车	neu
026406	丰田汽车	neu
008545	日野	neu
008545	雷克萨斯	neu
008545	丰田汽车	neu
008545	大发	neu
021918	东风风神A60	pos
028143	东风风神	pos
028143	A60	pos
012573	东风风神	neu
012573	A60	neu
011597	桑塔纳	neu
011597	法拉利	neu
012179	沃尔沃	neu
000051	大众	neu
014378	沃尔沃	neu
014378	福特	neu
011645	沃尔沃	pos
014340	沃尔沃	pos
027758	奥迪TT	neu
027758	奥迪A3	neu
027758	奥迪	neu
007130	三菱	neu
007130	日产	neu
007130	大众	neu
007130	宝马	neu
002895	MINI COUNTRYMAN	pos
001757	帕萨特	neu
001757	捷达	neu
001757	奔驰	neu
022111	红旗	neu
012550	马自达	pos
017038	一汽-大众	neu
017038	上汽大众	neu
014642	一汽丰田	neu
014642	沃尔沃XC90	neu
014642	桑塔纳	neu
014642	马自达6	neu
014642	捷达	neu
014642	丰田花冠	neu
018400	凯越	pos
018400	丰田花冠	neg
019849	讴歌	neu
019849	迈腾	neu
000884	昕动	neu
000884	大众	neu
003976	昕动	pos
004338	一汽-大众	neu
004338	上汽大众	neu
009383	大众汽车	neg
005754	大众	neg
018229	现代	neu
000726	斯巴鲁	neu
012848	沃尔沃	neu
012848	通用	neu
012848	福特	neu
012848	大众	neu
004258	兰博基尼	neu
007703	梅赛德斯-奔驰	pos
007703	宝马	pos
007703	奥迪	pos
009294	奔驰	pos
009294	宝马	pos
009294	奥迪	pos
002278	宝马	pos
004127	宝马	pos
020926	奔驰	neu
020926	宝马	neu
020926	奥迪	pos
006262	雷凌	neu
006262	卡罗拉	neu
020660	凌渡	pos
011982	飞度	neu
011982	本田	neu
023666	三菱欧蓝德	neu
011570	威朗	pos
011570	别克	pos
027823	速腾	neu
027823	迈腾	neu
027823	凌渡	neu
002294	凌渡	neu
007835	大众	pos
004139	大众	neu
003397	科鲁兹	neu
020087	桑塔纳	neu
020087	奔驰	neu
020087	宝马	neu
022156	荣威RX5	neu
022156	哈弗	neu
017225	哈弗	neu
002469	荣威950	neu
009879	荣威e550	pos
019329	东风标致	neu
004582	迈腾	pos
027909	桑塔纳	neu
027909	奔驰	neu
027909	宝马	neu
002367	福睿斯	pos
002367	福克斯	neu
009327	马自达	pos
025028	宝马X1	pos
025028	宝马	pos
005580	昂克赛拉	pos
028149	威朗	pos
028149	别克	pos
026678	桑塔纳	neu
026678	三菱	neu
019043	上汽大众	neu
019043	朗境	neu
011612	福克斯	pos
007650	马自达	pos
028054	桑塔纳	neu
028054	捷达	neu
007748	桑塔纳	neu
007748	吉普	neu
022193	长安	neu
022193	猎豹	neu
022193	哈弗	neu
000914	斯柯达-Yeti	neu
015059	大众捷达	pos
024878	飞度	neu
023060	轩逸	neu
018918	昕动	pos
012278	英菲尼迪ESQ	neu
001186	斯柯达野帝	neu
009352	长安CS15	neu
009352	江淮瑞风S3	neu
009352	比亚迪元	neu
002325	野帝	neu
002325	斯柯达	neu
017081	大众辉昂	neg
017081	宝马5	neg
017081	奥迪A6	neu
010721	逍客	neu
010721	三菱	neu
010721	劲炫	neu
010721	Yeti	neu
015789	桑塔纳	neu
015789	捷达	pos
007227	Yeti	pos
000575	帕萨特	neu
000575	辉道	neu
018530	斯柯达 Yeti	neu
009772	Yeti	neu
002060	翼搏	neu
002060	雪铁龙	neu
002060	现代	neu
002060	斯柯达Yeti	neu
002060	起亚	neu
002060	卡缤	neu
002060	别克昂科拉	neu
027339	雷克萨斯	neu
027339	奔驰	neu
010807	英朗	neu
010807	别克	neu
006209	众泰	neu
006209	英菲尼迪	neu
006209	玛莎拉蒂	neu
006209	雷克萨斯	neu
023308	宝马	neu
023308	奥迪	neu
023622	奔驰	neu
023622	奥迪	neu
020709	丰田	neu
003021	斯柯达VisionS	neu
003021	Yeti	neu
009824	辉昂	neu
009824	奔驰	neu
009824	宝马5系	neu
009824	奥迪A6	neu
023855	凯越	neu
004498	大众	neu
004452	大众	neu
006549	三菱	neg
006549	帕杰罗	neg
